dmdcode,bnf
144605001000027103,06010201
144615001000027101,06010201
144635001000027107,06010201
14465001000027109,02020100
144685001000027104,09040300
144705001000027109,10010100
144715001000027106,10010100
144735001000027100,02110000
144765001000027105,04030200
144775001000027103,10010100
144811000001101,02060200
144845001000027102,06030200
144855001000027104,06030200
144905001000027102,06030200
144915001000027100,06030200
144925001000027109,06030200
145085001000027100,10010202
145145001000027101,02020400
145155001000027103,09040300
145211000001101,10010100
145305001000027100,04010100
145315001000027103,04010100
145335001000027109,02020200
145345001000027105,09040300
145365001000027104,04020100
145375001000027106,09040300
145405001000027105,09040300
145435001000027101,04020100
145445001000027100,09040402
145485001000027109,09040300
145511000001103,04020101
145515001000027100,09040402
145525001000027109,02050100
14555001000027108,02050400
145585001000027103,09040300
145605001000027107,09040300
145725001000027108,03040102
14576911000001100,04010100
14577111000001100,07270800
145775001000027107,03040102
14578211000001105,06010103
145785001000027102,09040300
14592111000001106,06010600
145925001000027101,04030400
145935001000027104,09040300
145995001000027106,09040300
146011000001102,08030401
14601611000001103,10010100
14602211000001107,03095000
146025001000027108,09045002
14602611000001109,03095000
14605711000001109,09040100
14606211000001108,10010100
14608211000001109,01010101
14608411000001108,07040200
14608611000001106,03010300
14609011000001109,10030250
14609211000001104,01060400
14609411000001100,09060700
14609911000001108,01010101
14610011000001103,01040100
14610111000001102,01060300
14610211000001108,01020200
14610311000001100,01020200
14610411000001107,07040300
146105001000027108,03040102
14610811000001109,01040200
14610911000001104,01060400
14611011000001107,01060400
14611111000001108,10030201
14611511000001104,10030201
14612411000001108,01060300
14612611000001106,01040100
14613411000001104,10030250
14613711000001105,10030201
14614411000001101,10030200
14614711000001107,01010101
14615311000001107,10030250
14615611000001102,09010101
14616311000001102,03020000
146205001000027106,09040300
14624511000001108,04080100
14625001000027103,09040300
146275001000027100,09040300
146295001000027109,01060200
146411000001106,03040102
14645211000001108,03065000
14645611000001105,03065000
14646111000001108,03065000
14646411000001103,03060100
14647711000001107,03065000
14648011000001106,03065000
14648411000001102,03065000
14648811000001100,03065000
14649211000001106,03065000
14650011000001106,03065000
146515001000027102,09040300
14654911000001100,03065000
14655001000027102,09040300
14655111000001104,03065000
14655511000001108,03065000
14655711000001103,03065000
14656311000001107,03065000
14656711000001106,03065000
14656911000001108,03065000
14658111000001109,03065000
146615001000027106,09040300
146635001000027100,09040300
146645001000027104,02060100
14666911000001100,06040101
14671211000001109,07020150
146735001000027107,09040300
146755001000027106,04090100
146775001000027109,04090100
146805001000027100,04090100
14680711000001103,02050502
146811000001108,02050501
146815001000027103,04090100
146825001000027107,09040200
14689911000001107,07040250
14691411000001104,09040251
14692211000001105,09040251
146925001000027103,01060000
14693611000001102,02020100
14696111000001100,09060400
147025001000027107,03010300
14702811000001101,01010202
14705001000027104,09040300
147065001000027104,01060000
14708611000001103,04090100
147165001000027108,09060500
147175001000027101,09060500
147185001000027106,09060500
147225001000027103,09060500
147245001000027100,09060500
147255001000027102,09040300
14727611000001108,06040101
147285001000027109,09060500
147295001000027108,09060500
14732811000001106,02120400
147345001000027106,09060500
14735001000027108,09040401
147355001000027109,09040402
147385001000027102,09040300
147411000001108,02060100
147425001000027104,09060500
147435001000027102,09060500
14744711000001109,01010200
147465001000027107,09040300
1475001000027106,10010402
14750611000001105,06040101
147515001000027101,09040300
14752711000001102,04105100
14760311000001105,10030250
147615001000027105,01020200
14767411000001104,02050501
14767811000001102,02050501
14770211000001106,04080100
147711000001102,02020200
14772811000001108,01060400
14775001000027105,09040300
147785001000027103,04010300
14780611000001102,09050101
147825001000027106,04010300
147835001000027108,04010300
147845001000027109,09040300
14785311000001100,04070100
147865001000027103,04010300
147905001000027109,09040300
147925001000027102,04070102
14797011000001106,03100000
147975001000027103,09040300
148005001000027105,09040300
148015001000027107,09045000
148035001000027101,09040300
148065001000027106,09040300
14815001000027104,10010100
148165001000027102,09040200
14825001000027108,10010100
148255001000027108,09040300
148311000001100,09040300
148325001000027102,09010200
14835001000027105,10010100
148395001000027107,06030000
148411000001107,09040250
14845001000027106,09045002
148455001000027107,01060400
1485001000027101,10010451
148505001000027107,02040000
148515001000027109,02040000
148535001000027103,09010110
148545001000027102,09040402
148555001000027104,09010110
148575001000027101,09040300
148685001000027103,09040300
148735001000027104,02040000
148785001000027107,03090100
148811000001109,04030100
148855001000027103,02020100
14895001000027103,09010102
149015001000027109,09040300
149055001000027104,09040300
14911000001107,04030100
149111000001109,04030100
149125001000027107,09045002
14915001000027108,01040200
149185001000027101,09040200
149245001000027107,09040300
149311000001106,03090100
14932111000001106,03090200
14934211000001109,04030400
14934411000001108,04030400
14937511000001104,04070200
14945001000027101,01060400
14948311000001105,04070200
14949011000001102,04070200
14949411000001106,04070200
14949911000001103,04070200
14950411000001103,04070200
14951111000001102,03020000
149515001000027106,06040101
14951911000001104,04070200
14952011000001106,04070200
14952111000001107,04070200
14952211000001101,04070200
14954011000001100,04070200
14954211000001105,04070200
14954411000001109,04070200
14957811000001102,02120400
14959511000001107,03020000
149605001000027104,09040300
14960811000001109,09040251
149635001000027108,09045002
14963711000001105,04065500
14964211000001100,09010300
14964611000001103,09010350
14965411000001100,09010350
14971111000001104,04070200
14971411000001109,04070200
149715001000027107,09040200
14971711000001103,04070200
14973311000001101,04070200
14973411000001108,04070200
149735001000027101,01090100
14973511000001107,04070200
14974011000001102,01060100
14975211000001108,04030400
14975411000001107,04030400
149755001000027102,02020800
14975711000001101,04070200
14976011000001107,04070200
14976811000001101,04070200
14977011000001105,04070200
14977211000001100,04070200
14977411000001101,04070200
14978711000001108,04030400
14979111000001100,04105100
14979311000001103,04105100
14979811000001107,04105100
14980711000001104,04030400
14981311000001108,04030400
14981511000001102,04030400
14981711000001107,04030400
14984411000001104,04105100
14984911000001107,04030400
14985011000001107,04030400
14985611000001100,10030100
14985811000001101,04070200
14985911000001106,04070200
14986011000001103,10030100
14998611000001105,02060300
15000811000001106,02060300
15000911000001101,02060300
15001011000001109,02060300
15001211000001104,07040501
15001711000001106,07040501
150055001000027109,09040300
15009811000001102,09040251
15010311000001104,09040251
15010611000001109,09040251
150135001000027104,09040300
15017811000001107,03110000
150211000001108,09040300
15025001000027102,06010102
150305001000027102,09040300
150311000001100,07040200
150345001000027107,09045002
150395001000027104,09040300
150425001000027100,09045002
150455001000027104,09040300
15048011000001105,06010103
150485001000027106,09040300
15049611000001107,04070200
15049811000001106,04070200
150505001000027104,09040300
150545001000027109,09040300
150565001000027103,04090100
150585001000027100,06020100
15064611000001101,02060200
15065911000001106,03090100
15066111000001102,01060400
15068711000001102,04030400
15068911000001100,04030400
15069411000001100,09040254
150805001000027100,10010202
150811000001109,09040300
15089311000001105,02020200
150911000001104,02050400
150965001000027106,04030100
15098011000001101,07040501
150985001000027109,04030100
151011000001107,09040251
1511000001104,10010100
15116511000001104,04030400
15116711000001109,04030400
15124811000001101,09040251
15125311000001109,04080100
151255001000027109,02030300
151265001000027100,04090200
151365001000027106,09020102
15138911000001101,02050502
151411000001103,02050502
15148111000001100,02050502
15155001000027105,04020100
15156311000001100,02050501
151585001000027107,01010201
15158611000001106,02120400
151605001000027103,02010100
151665001000027102,02100200
151675001000027109,06060200
151711000001109,06010103
15171911000001107,02120400
15174511000001103,01060200
15178911000001103,09050202
15184311000001102,02050501
15185001000027103,04010100
151865001000027108,02020400
151945001000027107,09060400
152075001000027101,02050400
152105001000027100,02050400
152111000001103,04020101
152115001000027103,02050400
152135001000027109,02050400
15214311000001101,03010200
152185001000027101,01060200
15219311000001100,09050101
15226311000001101,09050202
15227611000001108,03010300
152311000001101,06010203
15235001000027108,04050200
15236211000001106,09040250
15240211000001105,02090000
15243911000001109,02060300
15244211000001102,04105100
15244511000001104,04105100
152515001000027106,02050501
152525001000027102,02050501
152545001000027104,02060200
152555001000027101,02050501
152611000001106,04010100
152675001000027105,03010000
152695001000027101,03010000
152765001000027106,01030100
152825001000027101,10010400
152911000001100,04070200
152965001000027102,09040300
152985001000027104,03020000
152995001000027100,03020000
153005001000027100,03020000
153035001000027109,03010000
153045001000027105,03010101
15305001000027108,02050300
153111000001109,04020100
15315001000027105,02050300
153155001000027104,01060200
153285001000027109,02020200
153375001000027107,04120000
153455001000027103,03010101
15356211000001102,02040000
15358411000001102,03020000
153585001000027104,09040300
153611000001101,04020101
153625001000027101,07040150
15363211000001100,04070200
15363411000001101,04070200
153635001000027104,09040402
15363611000001103,04070200
15363811000001104,04070200
153665001000027109,09040300
15367411000001108,04070100
15367811000001105,06010202
153685001000027107,09040300
15373711000001104,06010202
15374311000001101,06010202
15374611000001106,03020000
15374911000001100,04010300
15375411000001109,04030400
15375711000001103,04030400
15376011000001109,04030400
153775001000027108,09040300
15380711000001101,02060100
153815001000027102,09040300
153835001000027108,01050100
153845001000027109,09040300
153875001000027105,09040300
153905001000027109,09040300
153935001000027100,09060100
153945001000027104,09040300
153975001000027103,02070200
154011000001105,04060300
154025001000027105,01020300
154035001000027107,01020300
154045001000027108,01020300
154085001000027104,09040300
15410411000001101,08010551
154105001000027105,09040300
154111000001106,01030500
15411211000001106,06010202
15411311000001103,06010202
154125001000027103,09045001
15413711000001103,09040300
154145001000027100,09040300
15414511000001106,09040300
15415001000027101,01060100
154175001000027104,09045001
15420211000001106,04105100
15420411000001105,04105100
154205001000027108,10010100
15420611000001108,04105100
15421011000001105,04105100
15421211000001100,04105100
154215001000027105,10010300
15424011000001108,04070200
154295001000027106,10010100
154311000001108,02040000
15432411000001108,04120000
154325001000027106,03090200
15439111000001107,04030400
15439411000001102,04080100
15439811000001100,09040300
15440311000001101,04090100
15440811000001105,04090100
15441811000001102,01010201
15442111000001104,01010201
15442411000001109,01060200
15444311000001109,09040254
15444511000001103,09040254
15444711000001108,09040251
154511000001102,08030200
15451211000001101,02050502
15451811000001100,04110000
15452011000001103,04020102
15452111000001102,04020102
15453311000001105,04030300
15455511000001100,09040251
15455711000001105,09040251
15455911000001107,09040251
15456111000001103,09040251
15456311000001101,09040251
15456511000001107,09040251
15457211000001106,01050100
15457411000001105,04090100
15457711000001104,04030400
154695001000027109,02060100
154705001000027100,02060100
15471511000001101,06010103
154745001000027105,04070100
154905001000027107,09040300
154925001000027100,04070100
154935001000027103,04070100
154945001000027102,04070100
154975001000027101,04070100
15499111000001100,04030400
15499211000001106,09040300
15499311000001103,04030300
155025001000027103,02060200
15503911000001106,01060400
155055001000027102,02020300
15507411000001105,02050502
155075001000027104,01030100
15510711000001102,01030500
15511000001104,09010200
15513111000001105,10010302
15513411000001100,10010302
15513711000001106,10010302
15514311000001109,10010302
15517911000001104,10010300
15518011000001102,10010302
15518111000001101,10010302
15518211000001107,10010302
15518311000001104,10010304
155205001000027100,09060400
155305001000027109,02060200
155325001000027102,02060200
15534911000001100,03010400
155405001000027104,10010120
155411000001100,10010100
155445001000027109,02060200
15545411000001108,04070200
155455001000027107,02060200
155475001000027105,02060200
155685001000027103,01060200
155715001000027105,02070100
155745001000027103,03040101
155875001000027100,04040000
155965001000027100,09010101
155985001000027102,07030100
156005001000027108,01010101
15600511000001102,06010600
15600811000001104,06010600
156025001000027101,04070100
15603811000001106,08020200
15604211000001108,07020200
15605711000001102,09040253
15605911000001100,09040253
15607411000001102,06010400
15610011000001108,04070200
15611000001100,09010102
156115001000027104,04030100
15611611000001106,09040253
15613611000001105,04070200
15621411000001104,06040101
15621611000001101,04080100
15623411000001100,08030402
15630011000001101,09010200
15632411000001106,06010103
15632511000001105,06010103
15632911000001103,04080100
156375001000027101,10020200
15639611000001102,02050501
15640011000001102,01050100
15641611000001104,09050101
15642311000001100,01010202
156455001000027105,04030100
15647911000001102,01010202
15649311000001108,04010100
15649411000001101,01050100
156511000001108,04010100
156575001000027104,02040000
156605001000027100,04070100
156615001000027103,04070100
156625001000027107,04070110
156635001000027109,04070401
156645001000027105,04070110
156655001000027108,04070401
156675001000027106,02020300
156711000001103,01060200
156715001000027108,02060100
156785001000027105,02040000
156795001000027109,04070100
156805001000027109,09040300
156815001000027106,04070100
156825001000027102,02040000
156935001000027108,04070100
157015001000027106,02070100
157065001000027105,02120100
157195001000027104,10010100
157215001000027102,10010100
15737811000001102,04070100
157395001000027106,08010500
1575001000027102,04010200
157565001000027107,02040000
157575001000027100,02040000
157605001000027101,02020100
157645001000027106,02040000
15773211000001105,02050502
157765001000027108,04030200
157811000001108,09040300
157835001000027101,04070401
157845001000027100,04070401
157865001000027106,01010100
157875001000027104,04070401
157885001000027109,01010100
157911000001103,06010202
15811000001101,03040102
158175001000027100,09060300
15823711000001100,01060400
15825001000027103,04090200
15825411000001105,02030203
158255001000027101,09060300
158325001000027107,03010110
158425001000027103,09050101
158435001000027101,09040402
15845001000027100,06030200
158455001000027102,02090000
15845711000001101,09060200
15850911000001105,04070200
15851311000001104,04070200
15852811000001104,04070200
15852911000001109,04070200
158535001000027106,03010101
15858211000001103,03040101
15858611000001101,06010203
15859111000001102,06010203
15859211000001108,03040101
15860111000001101,01060100
158611000001108,04030100
158615001000027109,10030200
158655001000027104,06010400
158705001000027101,06010400
15871411000001108,02120500
158735001000027105,04070200
158745001000027106,04070200
158775001000027107,04070200
15880911000001101,01060100
158811000001107,09040254
158845001000027108,06050100
15890011000001104,09040100
15891311000001106,09040251
159011000001106,02060100
159065001000027101,01050000
15907411000001101,02090000
15913411000001106,09040100
15914311000001102,04010100
15914411000001109,04010100
15914911000001101,02120500
15917711000001105,03010501
159205001000027107,03020000
15926111000001104,02090000
15927711000001100,02090000
159305001000027103,02050501
159355001000027106,02040000
159395001000027100,02040000
159415001000027105,04010100
159425001000027101,09020103
159435001000027104,02020400
159445001000027103,02020400
159475001000027102,02020400
159485001000027107,02020400
159495001000027106,02020400
159511000001103,09040251
159535001000027109,03010101
159565001000027104,02050400
159611000001104,04080100
159675001000027104,09045002
159685001000027109,02030201
159711000001108,02020100
159715001000027102,03010101
159765001000027103,03010101
15976811000001105,07040250
15977511000001109,09060700
15981411000001105,02060200
15982411000001100,09060400
15983011000001100,09040253
15983111000001104,09040253
15983311000001102,09040253
159855001000027109,04050200
15987111000001107,10010300
159925001000027104,04070100
15993011000001101,06010203
159935001000027102,04070100
159945001000027101,04070100
159955001000027103,04080100
159965001000027107,02060200
159975001000027100,02060200
159985001000027105,02060200
160005001000027100,06040101
160015001000027103,06040101
160025001000027107,06040101
160045001000027105,06040101
160055001000027108,06040101
160065001000027104,06040101
160075001000027106,10010300
160115001000027109,10010100
160145001000027102,10010100
160175001000027101,09050101
160185001000027106,02090000
160195001000027105,02090000
160211000001102,04020100
160215001000027107,03065400
160225001000027103,04030400
160255001000027102,03060500
160275001000027104,03065400
16031511000001106,03110000
16034111000001104,04070200
160345001000027106,03065400
16034711000001103,04070200
16035711000001104,10010500
160365001000027100,01030100
16037611000001101,04070200
16037811000001102,04070200
160405001000027106,03065300
16040911000001105,06010600
160425001000027104,09050101
16052111000001108,09040401
16052411000001103,09040251
16055001000027104,09045001
160665001000027109,02040000
160711000001109,01030500
16073111000001104,09060400
16073211000001105,09060400
16073411000001109,04070200
16073511000001108,04070200
16073611000001107,04070200
16073811000001106,04070200
16074311000001100,06040200
16075001000027101,01020300
16075311000001101,02120400
160885001000027100,04020100
16088711000001103,09040254
160895001000027101,04020100
16089911000001109,09040300
160911000001106,01030100
16093611000001104,03090200
16095001000027105,09040300
16101011000001100,03040101
161015001000027107,01020300
16101611000001107,09060200
16101911000001101,10010301
16103711000001102,10030100
161065001000027106,09040300
161111000001102,03010101
16111211000001108,07040250
16113211000001107,07040250
161135001000027107,09040300
16115001000027103,09040300
161155001000027106,03065000
16116611000001103,01030500
161175001000027109,03065000
161195001000027100,03065000
161215001000027103,03065300
16125911000001108,06010600
161265001000027104,03065000
161295001000027102,03065100
16130811000001106,01010100
16131211000001104,06060200
161315001000027106,01050200
16132311000001103,01030500
16134311000001105,04070100
16140611000001108,01030500
16143511000001103,09050101
16143911000001105,09060400
16148311000001101,10010100
16152611000001107,01020200
16155001000027108,09070000
16157011000001103,06030200
16157411000001107,10010202
16159311000001105,07040250
161595001000027105,03020000
161605001000027102,03020000
161615001000027100,03020000
16161711000001102,04090100
16162011000001107,04090100
16162311000001105,04090100
16162611000001100,04090100
16162911000001106,04090100
16163911000001104,09050202
161645001000027107,03010000
16165001000027104,09040300
161655001000027105,03010000
161675001000027108,04080100
161685001000027103,01020300
161711000001101,09040300
161715001000027105,01020300
16174311000001107,01030500
16174411000001100,01030500
16174511000001101,04090100
16174611000001102,04090100
16174711000001106,04090100
16174811000001103,04090100
16174911000001108,04090100
161785001000027107,04090100
161795001000027106,04090100
16180011000001105,03020000
161805001000027106,04090100
16182411000001100,02020400
161835001000027102,04090100
16183611000001107,02060200
16185001000027101,04070100
161865001000027107,04090100
161875001000027100,04090101
161885001000027105,04090100
161911000001104,04110000
16197311000001105,09060400
16197411000001103,04080100
161985001000027102,01060200
162011000001106,10010100
16210911000001108,09060400
162135001000027108,01050000
162145001000027109,01050100
16218011000001106,10010100
162185001000027100,06010102
16219211000001106,03010101
162211000001101,09040300
162225001000027108,03010300
16225511000001103,10010100
16229811000001102,04030300
162355001000027102,03040101
16237311000001103,04105100
16237611000001108,10010100
16238511000001108,04030100
16238711000001103,04030100
162411000001102,02040000
16241111000001108,03020000
16241311000001105,03020000
16243511000001100,04030300
16243911000001107,04090100
162445001000027105,01020300
16247411000001106,01050100
162475001000027106,01070200
16248611000001108,09020101
16249411000001102,04020101
1625001000027105,04050200
162505001000027108,04070100
16250511000001109,04105100
16255911000001106,07040250
162605001000027103,04090100
162625001000027105,04090100
16263711000001103,04080100
162645001000027108,06010102
16265811000001105,09040251
16266611000001101,04080100
162705001000027109,10010100
162715001000027106,04080100
162725001000027102,04080100
162755001000027101,03010101
162765001000027105,03010101
162811000001100,02060200
162855001000027104,01020000
162935001000027106,01060200
163045001000027109,01010103
16306511000001107,08020200
16306711000001102,08020200
16306911000001100,08020200
163075001000027105,02120400
163085001000027100,01010201
16311000001100,09040251
16312111000001104,09040300
16319711000001109,07030451
163205001000027109,09060200
16325211000001107,09040251
163295001000027107,03040100
16329911000001101,03040102
163325001000027107,01010101
163365001000027104,01010101
163385001000027101,01010101
163411000001106,02090000
16345001000027101,02010100
163565001000027101,01010103
163585001000027103,09060700
163595001000027104,09060700
163665001000027108,10010100
163711000001100,01030100
163745001000027106,07040200
163775001000027107,01020100
163795001000027103,01020100
163855001000027106,01020100
163915001000027105,04070100
163945001000027103,01010103
16398111000001102,09060400
164011000001100,09040300
164015001000027100,01010102
164055001000027105,01010103
164115001000027106,02060100
16413811000001109,09040251
164155001000027101,01060200
16421311000001106,04030400
16421511000001100,04030400
164225001000027100,10030250
16423411000001100,04030100
16431611000001103,02090000
16433011000001106,09040251
16434111000001109,09040254
16434211000001103,09040254
16434311000001106,09040254
16434811000001102,09060700
16435411000001103,09040300
16435811000001101,09040300
16436111000001102,09050101
16438111000001103,02060200
16439011000001109,09040100
16439211000001104,09040100
16439411000001100,09040100
16440811000001108,09040251
164435001000027104,10030250
16446311000001101,01060400
164465001000027109,06010102
16447511000001109,10030250
16449211000001100,02060200
16449811000001104,02050501
16450011000001100,02050501
164511000001108,06010201
164525001000027107,09040300
16453711000001107,04070200
164555001000027108,09040300
16457011000001104,09060800
164595001000027102,03010300
16461411000001109,03040300
16463411000001108,03010502
164635001000027101,09045002
16464411000001106,01060200
16471711000001109,07020100
164735001000027108,01070200
164745001000027109,01070200
164765001000027103,09040300
164785001000027100,06010102
164795001000027101,09040300
164815001000027104,09040300
164835001000027105,09040300
164885001000027102,03020000
164935001000027102,09040300
16493811000001108,06010600
165001000027103,06050100
165005001000027109,06010102
165011000001101,04070100
16525211000001105,03040300
165255001000027107,06040101
16528311000001106,10010100
16528811000001102,10010100
16530311000001107,06010102
16533411000001108,04090200
16536511000001104,09040300
16536811000001101,09040300
165425001000027105,10030201
16546911000001105,04090100
1655001000027106,02050100
16555001000027101,01060200
165625001000027108,03100000
16567911000001101,02060100
165711000001104,10030250
16581811000001102,09040251
16585001000027108,04070200
16586411000001105,04030100
165865001000027106,04070100
16588111000001101,03020000
165911000001102,09040300
165915001000027103,03090200
16592311000001101,08030402
16592611000001106,08030402
16593011000001108,08030402
16593111000001109,08030402
16593211000001103,01010102
16593911000001107,09040251
165945001000027105,04080100
165955001000027108,04070100
16596711000001103,01010000
165975001000027106,04070100
16597911000001103,01060800
16598211000001106,01060800
16598911000001102,09050103
16601411000001108,09060700
16601711000001102,09060700
16601911000001100,09060700
16603911000001104,09050103
16604011000001101,01060800
16604111000001100,01060800
166055001000027104,10010500
16611000001105,06010600
166111000001106,10010100
16620211000001107,09040300
16629511000001102,06010600
16630611000001106,04030400
166311000001108,07020200
16631211000001103,02050501
16632411000001109,02040000
166335001000027102,03090200
166395001000027109,04070100
166475001000027107,09060700
166485001000027102,01090400
166505001000027109,04070100
16650911000001104,09050103
16651511000001104,09050103
16652411000001108,04090100
16655311000001107,04070102
16660411000001103,09010200
16660711000001109,01060200
16661411000001107,09050103
166635001000027108,10030250
16664611000001107,09040100
16664911000001101,04090100
16665001000027103,10010100
16665111000001100,01060200
16665611000001108,04070100
16665711000001104,04090100
166665001000027103,09040300
16669211000001109,04090400
166705001000027105,04080100
166711000001107,10010100
16671911000001109,07040150
16675001000027105,10010100
166755001000027102,10010100
16676211000001108,09040251
166765001000027106,09040300
166775001000027104,10020200
16677511000001108,06010201
16681611000001107,10030250
16683311000001101,04090100
166835001000027104,03090100
16684711000001100,09040300
16684911000001103,09040300
16685001000027100,10010100
166895001000027106,03010502
166925001000027105,03090100
166935001000027107,03090100
166945001000027108,03010502
166995001000027100,04070200
16702011000001102,06010201
167045001000027103,10030250
16704811000001102,09040251
167055001000027100,09040401
16709511000001101,09040200
16709711000001106,09040200
16710011000001103,09040200
16710211000001108,09040200
167105001000027101,02020100
167111000001109,09040300
16725011000001101,09040300
16725111000001100,09040300
16725911000001102,02060200
16726111000001106,02060200
167325001000027100,04060000
16733611000001107,03010400
16737711000001108,07040150
167395001000027105,06010220
167411000001104,07030201
16742511000001100,04070100
16743011000001104,04070100
16743711000001102,09020201
16745611000001105,09020201
16746411000001103,09020201
16746711000001109,09020201
16747011000001105,09040300
167495001000027104,10030250
1675001000027109,03010502
16751211000001107,10030250
167525001000027103,10030250
16757111000001108,04070100
167611000001101,02010100
167625001000027107,09060200
167645001000027105,09060200
167655001000027108,04010200
167735001000027102,04010100
167825001000027102,02090000
167955001000027107,04070100
167975001000027105,04070200
167985001000027100,04070200
168045001000027108,04070200
168055001000027106,04070200
168075001000027109,04070200
168085001000027104,04070200
16811000001109,04030300
168125001000027103,01010101
168165001000027106,01010101
168175001000027104,01010101
168185001000027109,01010101
168245001000027103,01010101
168265001000027109,01010101
168285001000027107,01010101
168311000001107,02040000
168315001000027102,06010120
16835001000027104,10010202
168355001000027107,03010000
16845001000027103,10010202
168455001000027101,01010201
168465001000027105,01010201
168545001000027106,02030201
168575001000027107,02030201
168605001000027106,02120200
168615001000027108,02120300
168635001000027102,02120300
168911000001108,09045002
168915001000027109,02060100
168935001000027103,02060100
16911000001104,09040252
16915001000027101,06010102
169215001000027108,06040101
169245001000027101,02090000
169311000001101,09040300
169405001000027107,02080100
169595001000027101,02020400
16968111000001109,10030250
169685001000027108,08010100
169911000001100,06010600
17000911000001100,01020100
17011000001100,02060200
170115001000027108,09010101
170135001000027102,09010101
17014211000001103,06010103
170165001000027107,09010101
170185001000027105,01060400
17019011000001109,09010300
170205001000027109,01060400
17020811000001104,04080200
17020911000001109,04080200
17021011000001101,04080200
170211000001106,04070100
17021111000001100,04080200
17022311000001107,03090200
17025001000027101,09040300
170255001000027101,02060200
17031111000001103,10010452
17032811000001101,02060100
17041611000001105,09020102
17042211000001101,10010300
17042711000001108,10010452
17054511000001105,09040300
17055001000027100,04070100
17057511000001102,09040300
17060511000001108,06010203
170615001000027109,01040200
17065001000027109,04010200
17068511000001106,01060500
17070711000001108,10010500
17071811000001108,06010203
17073911000001102,06040101
17074011000001104,06040101
17075001000027102,04010200
17079011000001103,09040251
17085001000027107,09040300
170875001000027109,09020102
170885001000027104,09020102
170895001000027100,09020102
170995001000027106,09020102
171011000001105,04070200
171045001000027104,09050101
17105001000027101,01020100
171065001000027105,09040000
1711000001109,09050102
171105001000027102,01020000
17111000001104,04080100
17115001000027104,09040300
171175001000027108,01030300
171285001000027100,08020100
171315001000027105,04070100
171325001000027101,02090000
171545001000027101,04030100
17155001000027109,04010200
171611000001103,01030100
17165001000027100,04010200
17165811000001109,06010600
171705001000027107,01010100
17175001000027107,04010200
17177111000001101,07040150
171785001000027106,09010101
17179911000001105,03010502
171811000001104,04070100
17181511000001105,07040150
17182511000001102,09020201
171845001000027100,02060200
171875001000027104,06050100
171915001000027103,09060750
17192711000001108,09040300
17192811000001100,09040300
17193711000001100,01050100
17193911000001103,09040251
171975001000027106,03010300
17197611000001101,04030100
17202611000001104,09020201
17207311000001106,09040300
17207611000001101,09020201
17211000001105,02020200
172111000001101,10010100
172125001000027105,07040300
17220911000001102,02050502
17221511000001102,09040251
17225001000027105,04010200
17235911000001108,10010500
172425001000027106,07030300
172475001000027105,07020200
172511000001105,10010100
172565001000027108,07020200
172585001000027106,04030100
172595001000027105,04030100
172605001000027102,04030100
172611000001109,08020200
17265001000027102,01060300
172695001000027104,02060100
172705001000027108,04030100
172711000001100,02060200
17275911000001105,06010600
172795001000027106,10010500
17280811000001102,09050400
17281811000001105,06010103
17282911000001106,09060700
17285001000027104,04030100
17295911000001104,09040251
17297511000001102,09040253
17299911000001102,03010101
17300811000001109,03010101
17301811000001101,06060200
17306711000001103,09040100
17307111000001101,09040100
17307511000001105,04070100
17311000001102,02050501
17312911000001102,09060400
17313011000001105,09060400
17313111000001106,06060200
17313711000001107,03010101
17313811000001104,03010101
17314811000001101,09040251
17315001000027109,09060700
173155001000027102,09060750
17315811000001100,10010301
17318311000001100,09060400
17325001000027100,09040300
17326611000001100,09060400
173305001000027104,08030100
173311000001109,04030100
17334411000001109,09060400
17334511000001108,09060400
17335011000001101,10010500
17341411000001106,06030200
17346711000001106,07030152
1735001000027100,03010502
173505001000027101,09050101
17358611000001103,04070300
17369311000001105,02120400
173715001000027103,01060400
173775001000027106,04070401
17377611000001104,06010103
17377811000001100,06010103
17380211000001107,03070000
17385001000027106,04070401
173875001000027108,03040300
173885001000027103,03040300
173895001000027104,03040300
173911000001105,04070100
17395001000027105,09040300
174011000001108,06010103
17411000001109,04070200
174111000001109,09040300
17418411000001102,04070200
17420611000001107,01060400
17426811000001108,03020000
17429811000001102,02120400
17429911000001107,03070000
17430011000001102,04070200
174315001000027100,04070100
174355001000027105,09020201
17438511000001108,03010101
17452111000001101,04090100
17462611000001102,07040150
17465001000027101,02060100
17466511000001100,09040251
17471111000001109,03010101
17475001000027108,02060100
17480011000001107,02050501
174811000001102,10010100
17485001000027103,09040300
17489111000001103,02060200
174995001000027108,06030200
175005001000027108,03010400
17501011000001105,02110000
175011000001107,10010100
17501911000001109,09040254
17507611000001107,09020100
175111000001108,06010600
17513811000001102,06040101
175211000001102,09040300
17521711000001101,07040150
17524311000001102,09040300
17524511000001108,09040300
17527711000001105,09060400
17528811000001103,10030250
17533111000001104,01050100
17535001000027101,09040300
17540111000001105,07040150
17545811000001109,09060400
1755001000027101,04090200
175525001000027103,02080100
17555111000001104,09060400
17555711000001103,09060600
175595001000027108,09045000
175605001000027100,02040000
175611000001100,09040402
17565001000027106,09040300
175685001000027101,09010101
17572011000001107,04070100
17575011000001102,02060200
17577311000001107,03095000
175775001000027100,06030200
175795001000027109,10010100
175811000001101,02060100
175815001000027106,02080100
175911000001106,01010101
175925001000027106,09020102
17595001000027108,09040300
176011000001103,03010300
17602211000001103,06010101
17602911000001107,03010101
17603311000001101,01030500
