dmdcode,bnf
299711000001102,09040300
29971311000001100,03010400
29977111000001109,04070100
299811000001105,04030100
29984911000001105,04080100
29985001000027108,10010100
29987211000001108,03010400
29995001000027107,10010100
300111000001100,04010100
30015001000027101,04020100
3001811000001106,01060200
300211000001106,10010100
30029611000001102,04070100
30035001000027107,02060100
30045001000027108,02060100
3005001000027100,03040300
30055001000027106,02060100
300611000001108,09040300
3007011000001105,01060200
300711000001104,09040100
30071811000001103,04070100
3007411000001101,07050100
3007711000001107,07050100
3007911000001109,07050100
3008111000001107,07050100
3008311000001109,07050100
3008611000001104,07050100
3008811000001100,07050100
3009011000001101,07050100
300911000001102,01040200
30095001000027100,02060100
30103211000001101,03070000
3010411000001103,07050100
30104111000001109,04010100
3010611000001100,07500100
3010811000001101,07050100
3013111000001101,04110000
30139111000001101,02060200
3015511000001109,07050100
3015711000001104,07050100
3015911000001102,07050100
3016111000001106,07050100
3016311000001108,07050100
3016511000001102,07050100
3016711000001107,07050100
3016911000001109,07050100
3017011000001108,07050100
30170811000001102,01060600
30171811000001105,06010102
30172211000001102,06010102
30172711000001109,04020102
3017411000001104,07050100
30174111000001100,06010203
3017511000001100,10010202
30175711000001100,06010203
3017711000001105,07050100
301825001000027106,09040300
301835001000027108,09040300
3019611000001106,07050100
30197011000001103,01060600
30197111000001102,01060600
3019911000001100,07050100
3020111000001102,07050100
302311000001104,02050501
3023411000001104,10010100
3023911000001107,10010100
302411000001106,10010100
30246811000001104,10030250
30251811000001106,02050501
3025311000001107,07040150
302711000001100,10010402
3027611000001109,01010201
3028011000001101,01010201
30284011000001105,09040251
302911000001103,04080100
30295001000027106,06050100
3029811000001100,01010201
3030211000001105,01010201
303111000001107,02080200
3031311000001107,01010201
30316711000001106,06060200
30317811000001101,06060200
30318011000001108,10030250
30318111000001109,06010203
30318311000001106,06010203
30318411000001104,06010210
30325001000027106,02060200
3032511000001109,01010201
30345001000027109,04070100
303511000001103,08020200
303611000001104,04090100
30365001000027103,09060600
303711000001108,09060400
3037111000001103,04070200
3037511000001107,04070200
3037811000001105,04070200
303811000001100,02060100
3038211000001108,04070200
3038811000001109,06040101
3038911000001104,04070200
304025001000027101,09060400
3040311000001103,06040101
304111000001109,04080102
3042211000001107,02050501
3043111000001107,06040101
3047311000001102,07030100
3047911000001101,01060200
3048611000001106,07030100
3048811000001105,07030100
3049511000001101,06040101
3049911000001108,06040101
3050211000001109,01050200
305111000001108,04070200
3051511000001100,09060200
3052211000001105,04105100
305325001000027109,09040300
305335001000027106,09040300
3053411000001100,04105100
305345001000027107,04020100
3053511000001101,07020100
305355001000027105,08030403
305365001000027101,08030403
305375001000027108,08030403
305385001000027103,04070300
305395001000027104,04070300
3054111000001107,04105100
305435001000027103,09040300
305445001000027102,04020100
30545001000027106,09060400
3054511000001103,04105100
305455001000027104,04020100
3054611000001104,09060200
305465001000027108,01070400
3054911000001105,04105100
305505001000027104,04080200
305515001000027102,04020100
3055311000001108,04105100
305565001000027103,10030200
305575001000027105,10030100
305585001000027100,10030100
305605001000027109,09040300
305625001000027102,09040300
30565001000027100,01030100
3056511000001109,02060100
305655001000027101,09040300
3056711000001104,02060100
305695001000027107,09040300
305711000001109,01040200
3057311000001100,01070200
30575001000027107,01030100
3058111000001101,07030100
3058411000001106,07030100
30585001000027102,01030100
3058811000001108,01070100
306011000001103,06030200
30615001000027108,01030100
306211000001108,01030100
3062511000001104,04105100
306311000001100,04070200
3063211000001108,04105100
3064011000001101,04105100
306411000001107,09040402
3065011000001102,04105100
3065411000001106,04105100
3065811000001108,04105100
306611000001105,10010100
30663811000001102,02120700
3067311000001107,09040300
307011000001100,02010100
30719311000001101,04070200
30719811000001105,04070200
30720511000001106,04070200
30720811000001109,04070200
307211000001105,02090000
30721111000001108,04070200
30737111000001103,07040500
30738611000001105,04030400
30738711000001101,04030400
30738811000001109,04030400
3073911000001106,01060200
3074111000001105,01060200
3074311000001107,01060200
3075211000001103,04070200
3075411000001104,01030100
30756711000001104,09040253
30759311000001105,09060400
30760011000001108,04020300
307711000001103,04010200
30772511000001106,04070100
3077311000001103,04070200
30775611000001101,09040251
3077711000001104,04070200
3078711000001103,04070200
3079311000001108,04070200
3079411000001101,02060100
30795611000001107,09040251
3079911000001109,02060100
30799611000001105,04020101
30799911000001104,08010300
30811000001102,04080102
30815611000001105,09040251
3082411000001100,03010101
3084011000001103,03010101
308411000001108,10010100
30845011000001109,04070100
30854111000001109,04080102
30854311000001106,04080102
3086011000001108,03020000
30865001000027101,04070200
3087811000001100,01060300
3088511000001104,01060300
3088611000001100,03020000
308911000001100,02060100
30929511000001109,09040251
309311000001107,09040402
30950311000001106,03020000
3096011000001109,03020000
309611000001102,02060200
30978611000001100,09060400
30982411000001107,06010201
30983711000001109,06010201
30991111000001106,04030400
30994211000001103,09060400
3099811000001109,03020000
3100711000001101,04020200
31011211000001100,04105100
3101311000001105,04020200
31016011000001103,04030400
3102111000001103,04020200
3102211000001109,03020000
3102311000001101,07040400
3102911000001100,04020200
3103211000001103,03020000
31035001000027104,04050200
3103511000001100,03020000
3104011000001105,04020200
3104911000001109,03020000
3105311000001107,03020000
3105811000001103,07040400
31062211000001106,09040300
31062611000001108,09040300
3106311000001102,03020000
31063111000001106,03020000
31063411000001101,03020000
3107611000001109,01010103
31078311000001106,04020102
3108411000001105,03020000
31087411000001106,03020000
31087611000001109,02050200
310911000001104,04070402
3110511000001108,03020000
3111911000001108,03020000
3112411000001105,03020000
3112511000001109,03020000
3112911000001102,03020000
3113111000001106,03020000
3113411000001101,03020000
31136411000001107,02050502
31136811000001109,02050502
31138011000001104,02050502
31142011000001103,02050502
31142111000001102,02050502
31142211000001108,02050502
3114311000001105,10010500
3114611000001100,10010500
31211000001109,04030300
312411000001108,07030100
31278611000001105,04070200
31278911000001104,04070200
31279211000001103,04070200
31306711000001103,10010100
313411000001104,06010600
31408511000001100,10010302
314111000001106,04070100
314211000001100,02020400
3142511000001102,02040000
3142711000001107,02040000
314311000001108,10030250
3143111000001100,02050501
3143511000001109,02050501
3143611000001108,09050101
314411000001101,04070200
3144311000001101,02050501
3144511000001107,02050501
3145211000001105,04080100
3145411000001109,04040000
3145811000001106,04080100
3145911000001101,06060200
3146411000001100,04080100
3147211000001102,04080100
3147611000001100,02050400
314811000001104,04065500
314911000001109,09040250
315011000001109,06010103
31501311000001108,04080400
3150911000001107,02050400
31515001000027107,01090401
31517311000001104,09040251
31517711000001100,09040251
31518411000001105,09040251
31519011000001106,09040251
31519511000001103,09040251
31521011000001103,09040251
315211000001104,02050501
315311000001107,09040300
31533711000001103,04080400
31533811000001106,04080400
31534011000001103,04080400
31534111000001102,04080400
31534511000001106,04080400
3154311000001103,02050400
315611000001102,04070200
315711000001106,09040254
3157811000001103,09010101
31588511000001106,09040253
3159211000001105,10010100
3159311000001102,09010101
3159911000001101,10010100
3160011000001104,04070300
3160411000001108,04065900
3160911000001100,04070300
316111000001104,02050501
3161411000001104,10010100
31615001000027103,09040300
3161611000001101,01020200
3161911000001107,01020200
3162011000001100,01020200
316211000001105,09045002
3162711000001103,09050101
31633711000001107,09040251
3163511000001101,09050101
31638911000001104,09040251
31639511000001100,09040251
31640311000001103,09040251
31640911000001102,09040251
3164111000001107,04070200
31641411000001101,09040251
3164311000001109,04070200
3164911000001105,04070200
3165511000001102,01010201
316811000001106,04070100
316937008,01010101
316953006,09020103
316954000,09020103
316963003,01010101
316964009,01010101
316965005,01010101
316968007,01010104
317011000001102,01030100
317084000,01020100
317108001,01020100
317109009,01020100
317110004,01020100
317111000001101,02040000
317117001,01020100
317139004,06010500
317145007,01020200
317147004,01060100
317148009,01020200
317156007,01020200
317159000,01020200
317160005,01020200
317161009,01020200
317196009,01030100
317222006,01030100
317223001,01030100
317224007,01030100
317238000,01030100
317239008,01030100
317248003,01030100
317249006,01030100
317251005,01030100
317261003,01030300
317264006,01030300
317265007,01030300
317275005,01030100
317276006,01030100
317280001,01030100
317281002,01030100
317288008,01030400
317291008,01030500
317295004,01030500
317297007,01030500
317309001,01030500
317310006,01030500
317315001,01030100
317318004,01030500
317320001,01030500
317322009,01030500
317324005,01030500
317325006,01030500
317334001,01030500
317335000,01030500
317359005,01040200
317377000,01040200
317378005,01040200
317384008,01040200
317396001,01050100
317401002,01050100
317402009,01050100
317404005,01050100
317406007,01050100
317408008,01050100
317411009,01050100
3174111000001102,03020000
317417008,01050100
317421001,01050000
317430009,01050100
317431008,01050100
3174311000001100,01020100
317432001,01050100
317435004,01050100
317437007,01050100
317446001,01050200
317448000,01050100
3174811000001109,07030100
317484007,01060200
317487000,01060100
317499007,01060100
3175111000001103,03020000
317512004,01060200
317518000,01060200
317519008,01060200
317521003,01060200
3175211000001109,03020000
317528009,01060200
317529001,01060200
317541008,01060300
317544000,01060300
317548002,01060200
3175611000001106,03020000
317563004,01060200
317574008,01060400
3175911000001100,03020000
317605002,01060200
317611000001109,04070100
3176211000001103,03020000
3176411000001104,03020000
317681009,01050200
3176811000001102,03020000
317690002,01050200
317693000,01050200
317695007,01050000
317720004,01070200
317731007,02060100
3177411000001102,03020000
3177711000001108,03020000
3177911000001105,03020000
317796004,01090100
317800005,01090100
317801009,01090100
3178211000001102,03020000
3178411000001103,03020000
31785001000027105,03040102
3178611000001100,03020000
3178811000001101,03020000
317888001,01030700
317893003,04050100
317895005,02010100
317896006,02010100
317897002,02010100
317906003,02010100
317919004,09050102
317920005,02020100
3179311000001104,03020000
317935006,02020100
317940003,02020100
3179511000001105,03020000
317954006,02020100
317956008,02020100
317965001,02020100
317967009,02020100
317970008,02020100
317971007,02020200
317972000,02020200
317973005,02020200
3179811000001108,03020000
3180011000001102,03020000
318006003,02020200
318007007,02020200
318010000,02020200
318011000001101,10030251
318021009,02020200
3180211000001107,03020000
318022002,02020200
318023007,02020200
318040003,02020200
318041004,02020200
318042006,02020200
318052005,02020300
318056008,02020300
318057004,02020300
318058009,02020300
3180611000001109,03020000
318082004,02020300
318096005,02020100
318097001,02020400
318098006,02020400
318100006,02020400
318101005,02020400
318102003,02020400
31811000001105,02040000
318121006,02020400
318127005,02020400
318128000,02020400
318135008,02020400
318136009,02020400
318137000,02020400
3181411000001102,03020000
3181711000001108,03020000
318176004,02050501
318177008,02050501
318186003,02030201
318187007,02030201
318204006,02030202
318205007,02030202
318206008,02030202
318213008,02030202
3182411000001107,03020000
318248001,02030202
318250009,02060200
318259005,02030201
318260000,02030201
3182611000001105,03020000
318276009,02030201
318277000,02030201
318299008,02030203
318300000,02030203
3183011000001107,07040300
318311000001103,09040300
318317007,02030201
3183311000001105,07040300
318334004,02030201
318335003,02030201
318352004,02040000
318353009,02040000
318354003,02040000
318355002,02040000
3183811000001101,03020000
318406005,02040000
318407001,02040000
318412000,02040000
318413005,02040000
318414004,02040000
318420003,02040000
318421004,02040000
3184311000001107,03020000
318434003,02040000
318443007,02040000
318445000,02040000
318446004,02040000
318447008,02040000
318458004,02040000
318474009,02040000
318475005,02040000
318480001,02040000
318481002,02040000
318483004,02040000
318484005,02040000
318485006,02040000
3184911000001108,03020000
318511000001109,09010200
318512002,02040000
318513007,02040000
3185211000001103,03020000
318525005,02040000
318526006,02040000
318527002,02040000
318528007,02040000
318534000,02040000
318546001,02040000
318550008,02040000
318552000,02040000
318556002,02020100
318560004,02040000
318575007,02040000
318584007,02040000
318586009,02040000
318590006,02040000
318591005,02040000
318597009,02040000
3186011000001104,03010000
318604001,02040000
318605000,02040000
318606004,02040000
318607008,02040000
318619000,02040000
318622003,02040000
318631003,02040000
318632005,02040000
318633000,02040000
318635007,02040000
318640004,02040000
318649003,02050100
318650003,02050100
31865001000027105,10010100
3186511000001107,04090100
318655008,02050100
318656009,02050100
318657000,02050100
318667005,02050200
318668000,02050200
318671008,02050200
318672001,02050200
318673006,02050200
3186911000001100,03010101
318707000,02050200
318708005,02050200
3187211000001106,03010101
318724006,02050300
318739007,02050400
318740009,02050400
318745004,02050400
31875001000027103,10010100
3187611000001108,07040150
318767003,02050400
318768008,02050400
318769000,02050400
318770004,02050400
31877211000001103,04070200
318776005,02050400
318777001,02050400
318779003,02050400
318781001,07040150
318782008,07040150
318783003,07040150
318806002,02050501
318807006,02050501
31881411000001104,09010200
318820009,02050501
318821008,02050501
318824000,02050501
3188311000001102,03010101
318849001,02050501
318850001,02050501
318851002,02050501
318853004,02050501
318855006,02050501
318857003,02050501
318858008,02050501
318859000,02050501
318860005,02050501
3188711000001103,07040150
318880006,02050501
318884002,02050501
318885001,02050501
318886000,02050501
318887009,02050501
318892006,02050501
318894007,02050501
318896009,02050501
318897000,02050501
318900007,02050501
318901006,02050501
318902004,02050501
318906001,02050501
318909008,02050501
318910003,02050501
318915008,02050501
318916009,02050501
318917000,02050501
318923005,02050501
318924004,02050501
318925003,02050501
318926002,02050501
318934008,02050501
318935009,02050501
3189411000001101,01010201
318942009,02050501
318943004,02050501
318944005,02050501
318955005,02050502
318956006,02050502
318959004,02050504
318961008,02050502
318962001,02050502
318963006,02050502
318968002,02050502
318969005,02050502
318970006,02050502
318977009,02050502
318978004,02050502
318979007,02050502
318980005,02050502
318986004,02050502
31898611000001108,04080100
318987008,02050502
318994006,02050502
318995007,02050502
318996008,02050502
3190311000001103,03020000
3190711000001104,01010103
3190911000001102,01010201
319099005,02060100
319100002,02060100
31911000001100,09040300
319112003,02060100
319113008,02060100
319117009,02060100
319124005,02060100
319132002,02060100
319133007,02060100
319134001,02060100
319135000,02060100
319136004,02060100
3191411000001101,01010102
3191711000001107,07020200
319180004,02060200
319181000,02060200
319182007,02060200
319183002,02060200
319184008,02060200
319185009,02060200
319186005,02060200
319187001,02060200
319198000,02060200
31920011000001102,04070100
3192011000001102,01010201
319205001,02060200
319211000001101,08020200
3192111000001101,03020000
319215007,02060200
319216008,02060200
319217004,02060200
319218009,02060200
319222004,02060200
319223009,02060200
319233001,02060200
319247002,02060200
319248007,02060200
31925001000027106,09060700
319272002,02060200
319273007,02060200
319274001,02060200
319275000,02060200
319276004,02060200
319277008,02060200
319280009,02060200
319283006,02060200
319284000,02060200
319287007,02060200
319288002,02060200
319291002,02060200
319300008,02060200
319301007,02060200
319305003,02060300
319306002,02060300
319316005,02060200
31935001000027108,04060000
319364001,02060100
319365000,02060100
319366004,02060100
319367008,02060100
319373009,02060100
319384002,02060100
319385001,02060100
319386000,02060100
3194011000001108,03020000
319407007,02060100
319408002,02060100
319411000001102,02050501
319417002,04060000
319429006,02060400
319430001,02060400
319431002,02060401
319440003,02060400
319451003,02060401
3194611000001101,07020150
319477006,02060400
319481006,03040300
31948811000001109,02090000
319611000001104,09040300
3196111000001102,01050100
319615002,02080100
319617005,02080100
319667003,02080100
319671000,02080100
319672007,02080100
319680000,02080100
3196811000001109,01030500
3197111000001104,06040102
319733000,02080200
319734006,02080200
319735007,02080200
319736008,02080200
319740004,02080200
319745009,02080200
319746005,02080200
319747001,02080200
319758005,02090000
319759002,02090000
319766001,02090000
3197711000001103,01030500
319773006,02090000
319775004,02090000
319781007,02090000
319799004,02090000
319801001,02010900
319855002,02100200
319861004,02110000
319863001,02100200
3199011000001109,06040101
319940007,02120300
319941006,02120300
319948000,01090200
3199611000001102,04010100
319964008,02120300
319966005,02120300
319971003,02120500
319978009,02120600
319984007,02120500
319988005,02120300
319990006,02120300
319992003,02120300
319994002,02120300
319996000,02120400
319997009,02120400
320000009,02120400
320006003,02120400
320012008,02120400
320013003,02120400
320014009,02120400
320018007,02120300
320022002,02120400
320023007,02120400
320029006,02120400
320030001,02120400
320031002,02120400
320035006,02120400
320036007,02120400
320037003,02120400
320041004,02120400
3200611000001108,01030500
320096005,03010101
320099003,03010101
320100006,03010101
3201011000001105,04010100
320104002,03010101
320106000,03010101
320108004,03010101
320118009,07010300
320119001,07010300
320139002,03010000
320141001,03010000
3201411000001101,01030500
320151000,03010101
320171009,03010101
320177008,03010101
320178003,03010101
320179006,03010101
320180009,03010101
320200002,03010000
3202011000001102,01030500
320203000,03010101
320206008,03010000
3202211000001107,03010101
320244004,03010101
320250009,03010101
32025001000027102,04010200
320254000,03010504
320258002,03010101
320259005,03010101
320263003,03010101
320264009,03010101
320274007,03010101
320275008,03010101
320276009,03010101
320277000,03010101
320279002,03010101
320280004,03010101
320296001,03010102
320297005,03010102
3203111000001107,02060100
320324008,03010102
320339009,03010200
320340006,03010200
320346000,03010200
320347009,03010200
320357005,03010300
3203611000001104,02060100
3203811000001100,03030100
32038411000001102,04070200
320411000001103,09040300
320414004,03010300
320415003,03010300
3204311000001106,02060100
320445000,03010400
320470000,03010400
320471001,03010400
3205011000001107,04070401
320511000001104,02020100
320520000,03020000
320534000,03020000
320535004,03020000
320537007,03020000
320543009,03010101
320602002,03020000
320603007,03020000
320605000,03020000
320610001,03020000
320611002,03020000
3206111000001102,04010100
320614005,03020000
320615006,03020000
320618008,03020000
320644008,03030100
320666001,03030100
320667005,03030100
3206811000001109,03010101
3206911000001104,04010100
320697002,03040102
320704007,03040102
320706009,03040102
320713009,03040102
320714003,03040102
320718000,03040102
32071811000001109,06030200
32071911000001104,06030200
32072011000001106,06030200
320726008,03040102
320730006,03040102
320775009,03040102
320776005,04065400
320777001,03040102
320795003,03040101
320803005,03040102
3208111000001103,04105100
320814008,03040101
320818006,03040101
320820009,03040101
320822001,03040101
320824000,03040101
320826003,03040101
320828002,03040101
320831001,03040101
320884002,03030200
320885001,03030200
320889007,03030200
320935009,03070000
320938006,03070000
32095001000027107,02080200
320952008,03080000
320962001,03090100
320973008,03090100
320974002,03090100
321011000001103,02050501
3210111000001102,06040101
32105001000027102,02080200
321080004,03100000
321097005,04010100
321099008,04010100
321104009,04010100
321111000001102,06010103
321112001,04010100
321117007,04010100
321118002,04010100
321120004,04010100
321122007,04010100
321123002,04010100
321127001,04010100
321129003,04010100
321141005,04010100
32115001000027100,02080200
321152004,04010100
321153009,04010100
321173004,04010100
321175006,04010100
321177003,04010100
321183000,04010100
321184006,04010100
321190005,04010100
321191009,04010100
321196004,04010200
321197008,04010200
321198003,04010200
321199006,04010200
321203006,04010200
321238008,04010200
321241004,04010200
321242006,04010200
321246009,04010000
321247000,04010200
321248005,04010200
321249002,04010200
321250002,04010200
3212711000001102,07030100
321272000,04080100
321276002,04010200
321277006,04010200
321285002,03040102
321286001,03040102
321294008,04010200
321295009,04010200
321308004,04010200
321311000001100,02050400
321314006,04010200
321315007,04010200
321323009,04010200
321327005,04010200
3213311000001106,07030100
321347002,04010300
321355009,04010300
321357001,04010300
321358006,04010300
321362000,04010300
321365003,04020100
321366002,04020101
321367006,04020101
321368001,04020101
321393004,04020101
321407005,04020101
3214111000001106,04105100
321412006,04020100
321413001,04020100
321414007,04020100
321416009,04020101
321417000,04020101
321418005,04020101
321419002,04020101
321420008,04020101
3214211000001100,03010101
3214311000001108,03010000
321448008,04020101
321450000,04020101
32145001000027107,09020201
321451001,04020100
321460009,04020101
321461008,04020101
321465004,04020100
321466003,04020100
321473008,04020101
321474002,04020100
321484001,04020101
321485000,04020100
321490002,04020100
321491003,04020101
321498009,04020101
321499001,04020101
3215001000027107,02020100
3215011000001109,07030100
321502002,04020101
321512009,04020101
321514005,04020101
3215211000001104,04105100
321530002,04020100
321531003,04020100
3215311000001107,03010000
321532005,04020100
321533000,04020100
321534006,04020100
321535007,04020100
321536008,04020100
3215411000001100,06040101
321546005,04020101
321547001,04020101
321548006,04020101
321563009,04020101
321564003,04020101
321565002,04020101
321566001,04020100
321567005,04020100
321573006,04020102
321574000,04020102
321589009,04020102
321590000,04020102
321591001,04020102
321592008,04020102
321597002,04020102
321599004,04020102
3216011000001100,04105100
321602009,04020102
321612002,04020102
321613007,04020102
321614001,04020102
321618003,04020102
321622008,04020100
321623003,04020102
321624009,04020102
321625005,04020102
321626006,04020102
321635004,04020102
321637007,04020102
321638002,04020102
321642004,04020100
321643009,04020100
32165001000027101,09020201
3216611000001107,06040101
321729005,04020300
321730000,04020300
3217311000001104,06040101
321734009,04020300
321741003,04020300
321742005,04020300
321745007,04070402
321746008,04070402
321747004,04070402
3217711000001100,04105100
32177411000001107,09040250
321785001,04030100
321786000,04030100
321787009,04030100
3218011000001101,03010101
321805008,04030100
321806009,04030100
321811000001109,02020100
321811006,04030100
321812004,04030100
321813009,04030100
321814003,04030100
321816001,07040251
321817005,07040251
3218311000001103,03010101
321835001,04030100
321841008,04030100
321842001,04030100
321843006,04030100
321844000,04030100
321846003,04030100
321847007,04030100
321848002,04030100
32185001000027103,07020200
321861002,04030100
321864005,04030100
321877001,04030100
321880000,04030100
321881001,04030100
321886006,04030100
321887002,04030100
321888007,04030100
321893005,04030100
321894004,04030100
321902007,04030200
321908006,04030200
321910008,04030200
321911000001104,07020250
321913005,04030200
321915003,04030200
321926009,04030100
321927000,04030100
321929002,04030100
321930007,04030100
321935002,04030400
321936001,04030400
321941009,04030400
321945000,04030300
321947008,04030300
321949006,04030300
32195001000027104,07020200
321951005,04030300
32195111000001101,09040251
321954002,04030300
321959007,04030300
32195911000001103,09040251
321960002,04030300
3219611000001104,06040101
321964006,04030300
321966008,04030300
32196911000001105,09040100
321970000,04030400
321971001,04030400
321974009,04030400
321976006,04030400
321978007,04030400
321980001,04030400
321981002,04030400
321987003,04030300
321989000,04030300
321991008,04030300
321994000,04030300
321996003,04030400
321998002,04030400
322011000001106,08010300
322012000,04040000
322055001,04066000
322056000,04066000
322061003,03040103
322064006,04060000
322065007,04060000
322077002,04065500
322078007,04065500
322079004,04060000
322081002,04065900
322087003,04065900
322091008,04065500
322093006,04065500
32211000001102,09060500
322118004,01020300
322123004,04065500
322126007,04060000
322142000,04120000
322143005,04065400
322144004,04120000
322145003,04060000
322149009,04120000
322150009,04120000
322157007,04060000
322165005,01020300
322169004,01020300
322173001,04065600
322174007,04065600
322184008,04065600
322193009,04065600
322199008,04065600
322204002,04065600
322225002,10010100
322232006,04070100
322233001,04070100
322236009,04070100
322237000,04070100
322238005,04070100
322239002,04070100
3222411000001102,03010200
322246006,04070100
322250004,04070100
322254008,04070100
322256005,04070100
322257001,04070100
322258006,04070100
322277008,04070100
322278003,04070100
322280009,04070100
322281008,04070100
322282001,04070100
322284000,04070100
3222911000001105,03010200
322299000,10010100
322303005,04070100
322307006,04070200
322310004,04070100
322311000,04070100
3223111000001101,03010200
322312007,04070100
322321008,04070100
322323006,04070100
322325004,04070100
322341003,04070100
322343000,04070200
322344006,04070200
32235001000027108,04090200
322365000,04070200
322366004,04070200
322367008,04070100
322368003,04070100
322379008,04070100
322428003,04070200
322432009,04070200
322446009,04070200
322492007,04070200
322496005,04070200
322497001,04070200
322498006,04070200
3225001000027103,02020100
322502004,04070200
322503009,04070200
322504003,04070200
322511000001103,06010201
322514007,04070200
322515008,04070200
322519002,04070200
322522000,04070200
322524004,04070200
322525003,04070200
322526002,04070200
322539003,04070200
322546007,04070200
322550000,04070200
322551001,04070200
322553003,04070200
322556006,04070200
322591003,04070200
322600003,04070200
322601004,04070200
322612004,04070200
322623000,04070200
3226311000001108,10010100
322633008,04070200
3226411000001101,03010200
322645004,04070200
322646003,04070200
322665006,04070200
322667003,04070200
322691007,04070200
322692000,04070200
322693005,04070200
3227011000001108,03010200
322708003,04070200
322709006,04070200
3227211000001103,03010200
322728004,04070200
3227511000001100,03010200
322780008,04070401
322784004,04070401
322787006,04070401
322788001,04070401
322793003,04070401
322794009,04070401
322804009,04070100
322809004,04070401
322815004,04070401
322820004,10010100
322823002,04070401
322825009,04070401
322827001,04070401
322829003,04070401
32282911000001107,09040151
322830008,04070401
322831007,04070401
322840006,04070402
322844002,04070402
322849007,04070402
322850007,04070402
322851006,04070402
322863001,04070300
322864007,04070300
322865008,04070300
3228711000001106,03020000
322883000,04070300
322884006,04070300
322887004,04080100
322888009,04080100
322889001,04080100
322890005,04070300
322891009,04070300
322897008,04080100
322898003,04080100
322906007,04080100
322915000,04080102
322916004,04080102
322917008,04080102
322927002,04080102
322930009,04080100
322931008,04080100
322933006,04080100
322934000,04080100
322942004,04080100
322943009,04080100
322944003,04080100
322945002,04080100
322948000,04080102
322956002,04080100
322957006,04080100
322965009,04080100
322966005,04080100
322967001,04080100
322969003,04080100
322977004,04080100
322981004,04080100
3229811000001105,04105100
322982006,04080100
322985008,04080100
322991005,04080100
322992003,04080100
322994002,04080100
323002000,04090300
323003005,04090300
323004004,04090300
323008001,04080100
323009009,04080100
323010004,04080100
323011000001102,09040254
323013002,04080100
323014008,04080100
323015009,04080100
323021008,04080100
323022001,04080100
323023006,04080100
323024000,04080100
323025004,04080100
323029005,04080100
323036006,04080100
323037002,04080100
323038007,04080100
323046008,04080100
323047004,04080100
323048009,04080100
323053004,04080100
323054005,04080100
323055006,04080100
3230611000001103,04105100
323069006,04010201
323073009,04010201
323074003,04010201
323095008,04090100
323107008,04090100
323108003,04090100
323109006,04090100
32311000001105,02060200
323110001,04090100
323111002,04090100
323112009,04090100
323119000,04090100
323133000,04090100
3231411000001105,10010500
323155008,04090400
323157000,04090400
323158005,04090100
323160007,04090100
323163009,04090400
323164003,04090100
323165002,04090100
3231811000001107,06030200
323183005,04090100
323184004,04090100
323185003,04090400
323186002,04090400
323192008,04090400
323193003,04090100
323194009,04090400
323202009,04090100
323208008,04090100
323209000,04090100
323210005,04090100
323211000001107,02050502
3232111000001105,04060000
323223003,04090200
323224009,04090200
323232001,04090200
323233006,04090200
323234000,04090200
323239005,04090200
323243009,04090200
323256002,04090200
323264008,04090300
323273000,02060200
323278009,04105000
323281004,04105200
323291005,04105100
323293008,04105100
323298004,04105100
323311000001104,07040200
323319009,04100200
3233311000001102,07030100
323332004,04105100
323340005,04105200
323342002,04105000
32335001000027104,03040101
323353008,04040000
323358004,04040000
323361003,04090300
323364006,04110000
323365007,04110000
323369001,04110000
323370000,04110000
323371001,04110000
323372008,04110000
323381002,04110000
323382009,04110000
323383004,04110000
323385006,04040000
32345001000027103,03040101
3235011000001104,03030100
323511000001105,01010101
3235911000001100,03010200
3236411000001104,07030100
3237711000001108,01010201
3238911000001106,03010200
3239211000001107,10010100
3239611000001109,10010500
3239811000001108,01010201
32399311000001108,04070100
32400711000001109,09060400
324049005,06050200
3240911000001108,03020000
32409411000001108,09040251
32411000001103,07020200
3241511000001108,09050101
32419711000001100,09060400
324211000001105,10030250
32425001000027105,07030400
3242511000001100,09050101
3242611000001101,01020100
3242911000001107,04070200
3243511000001107,03010101
324411000001109,10010100
3245011000001103,03010101
324512005,01050500
32451311000001109,09060400
32451611000001104,09060400
3245711000001101,04020101
32465001000027102,02080100
324676009,06070000
3246911000001106,04020100
32469711000001101,09060400
32471711000001106,09060400
32471811000001103,09060400
32472211000001106,02090000
32473711000001107,04105100
32474211000001102,04070100
32474511000001104,03095000
32475001000027109,07030400
32478311000001100,09040251
32478511000001106,09040251
32478711000001101,09040251
3248011000001106,03010000
324811000001106,10010100
32482011000001107,03040300
3248311000001109,09050101
32484211000001106,04070200
32484411000001105,04070200
32484611000001108,04070200
3248711000001108,03010101
324915004,10020200
324919005,10020200
324920004,10020200
32498111000001107,04080102
32498511000001103,09060400
32499611000001108,04110000
32499711000001104,04110000
325011000001101,06010202
3250111000001107,04070200
32505111000001109,04090102
3250811000001100,01060100
32511000001104,04030200
3251311000001104,09060400
3251511000001105,04070100
32518811000001108,04080200
32519111000001108,04080200
32519411000001103,04080200
32519711000001109,04080200
3252011000001105,02020400
325213005,06010201
325214004,06010201
325218001,06010201
325219009,06010201
325242002,06010201
325243007,06010201
325248003,06010201
325251005,06010201
325259007,06010201
325261003,06010201
325262005,06010201
325263000,06010201
325267004,06010201
325278007,06010202
325279004,06010202
325287003,06010203
325297007,06010400
325311000001103,04020101
3253111000001100,01060100
325315001,06020100
325316000,06020100
325328008,06020200
325329000,06020200
325332002,06020200
325336004,06030100
325344004,06030200
